ID,Filename,Learner ID,Level,Date,Gender,Age,L1,Other L1,Prompt,Subcorpus
1215,1215.txt,4063,HS 11-12,,f,18,Hebrew/Arabic,,131,ILCoWE Phase 1
1216,1216.txt,4064,HS 11-12,,m,17,Hebrew/Arabic,,131,ILCoWE Phase 1
1217,1217.txt,4065,HS 11-12,,f,17,Hebrew/Arabic,,132,ILCoWE Phase 1
1218,1218.txt,4066,HS 11-12,,m,17,Hebrew/Arabic,,133,ILCoWE Phase 1
1219,1219.txt,4067,HS 11-12,,m,17,Hebrew/Arabic,,134,ILCoWE Phase 1
1220,1220.txt,4068,HS 11-12,,m,17,Hebrew/Arabic,,135,ILCoWE Phase 1
1221,1221.txt,4069,HS 11-12,,f,17,Hebrew/Arabic,,110,ILCoWE Phase 1
1222,1222.txt,4070,HS 11-12,,m,18,Hebrew/Arabic,,110,ILCoWE Phase 1
1223,1223.txt,4071,HS 11-12,,m,17,Hebrew/Arabic,,110,ILCoWE Phase 1
1224,1224.txt,4072,HS 11-12,,m,17,Hebrew/Arabic,,136,ILCoWE Phase 1
1225,1225.txt,4073,HS 11-12,,m,17,Hebrew/Arabic,,137,ILCoWE Phase 1
1226,1226.txt,4074,HS 11-12,,m,18,Hebrew/Arabic,,110,ILCoWE Phase 1
1227,1227.txt,4075,HS 11-12,,m,17,Hebrew/Arabic,,113,ILCoWE Phase 1
1228,1228.txt,4076,HS 11-12,,f,17,Hebrew/Arabic,,135,ILCoWE Phase 1
1229,1229.txt,4077,HS 11-12,,f,17,Hebrew/Arabic,,110,ILCoWE Phase 1
1230,1230.txt,4078,HS 11-12,,m,17,Hebrew/Arabic,,135,ILCoWE Phase 1
1231,1231.txt,4079,HS 11-12,,m,18,Hebrew/Arabic,,138,ILCoWE Phase 1
1232,1232.txt,4080,HS 11-12,,f,17,Hebrew/Arabic,,139,ILCoWE Phase 1
1233,1233.txt,4081,HS 11-12,,f,17,Hebrew/Arabic,,140,ILCoWE Phase 1
1234,1234.txt,4082,HS 11-12,,m,17,Hebrew/Arabic,,141,ILCoWE Phase 1
1235,1235.txt,4083,HS 11-12,,m,18,Hebrew/Arabic,,142,ILCoWE Phase 1
1236,1236.txt,4084,HS 11-12,,m,17,Hebrew/Arabic,,143,ILCoWE Phase 1
1237,1237.txt,4085,HS 11-12,,f,18,Hebrew/Arabic,,140,ILCoWE Phase 1
1238,1238.txt,4086,HS 11-12,,m,17,Hebrew/Arabic,,144,ILCoWE Phase 1
1239,1239.txt,4087,HS 11-12,,m,18,Hebrew/Arabic,,145,ILCoWE Phase 1
1240,1240.txt,4088,HS 11-12,,f,17,Hebrew/Arabic,,131,ILCoWE Phase 1
1241,1241.txt,4089,HS 11-12,,f,18,Hebrew/Arabic,,146,ILCoWE Phase 1
1242,1242.txt,4090,HS 11-12,,m,18,Hebrew/Arabic,,147,ILCoWE Phase 1
1243,1243.txt,4091,HS 11-12,,f,18,Hebrew/Arabic,,148,ILCoWE Phase 1
1244,1244.txt,4092,HS 11-12,,m,18,Hebrew/Arabic,,148,ILCoWE Phase 1
1245,1245.txt,4093,HS 11-12,,m,18,Hebrew/Arabic,,149,ILCoWE Phase 1
1246,1246.txt,4094,HS 11-12,,m,18,Hebrew/Arabic,,149,ILCoWE Phase 1
1247,1247.txt,4095,HS 11-12,,f,18,Hebrew/Arabic,,149,ILCoWE Phase 1
1248,1248.txt,4096,HS 11-12,,f,18,Hebrew/Arabic,,150,ILCoWE Phase 1
1249,1249.txt,4097,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1250,1250.txt,4098,HS 11-12,,f,18,Hebrew/Arabic,,152,ILCoWE Phase 1
1251,1251.txt,4099,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1252,1252.txt,4100,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1253,1253.txt,4101,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1254,1254.txt,4102,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1255,1255.txt,4103,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1256,1256.txt,4104,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1257,1257.txt,4105,HS 11-12,,m,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1258,1258.txt,4106,HS 11-12,,m,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1259,1259.txt,4107,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1260,1260.txt,4108,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1261,1261.txt,4109,HS 11-12,,m,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1262,1262.txt,4110,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1263,1263.txt,4111,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1264,1264.txt,4112,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1265,1265.txt,4113,HS 11-12,,m,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1266,1266.txt,4114,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1267,1267.txt,4115,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1268,1268.txt,4116,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1269,1269.txt,4117,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1270,1270.txt,4118,HS 11-12,,m,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1271,1271.txt,4119,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1272,1272.txt,4120,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1273,1273.txt,4121,HS 11-12,,m,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1274,1274.txt,4122,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1275,1275.txt,4123,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1276,1276.txt,4124,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1277,1277.txt,4125,HS 11-12,,m,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1278,1278.txt,4126,HS 11-12,,m,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1279,1279.txt,4127,HS 11-12,,m,17,Hebrew/Arabic,,153,ILCoWE Phase 1
1280,1280.txt,4128,HS 11-12,,m,17,Hebrew/Arabic,,151,ILCoWE Phase 1
1281,1281.txt,4129,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1282,1282.txt,4130,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1283,1283.txt,4131,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1284,1284.txt,4132,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1285,1285.txt,4133,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1286,1286.txt,4134,HS 11-12,,m,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1287,1287.txt,4135,HS 11-12,,m,18,Hebrew/Arabic,,154,ILCoWE Phase 1
1288,1288.txt,4136,HS 11-12,,m,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1289,1289.txt,4137,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1290,1290.txt,4138,HS 11-12,,m,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1291,1291.txt,4139,HS 11-12,,m,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1292,1292.txt,4140,HS 11-12,,m,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1293,1293.txt,4141,HS 11-12,,m,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1294,1294.txt,4142,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1295,1295.txt,4143,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1296,1296.txt,4144,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1297,1297.txt,4145,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1298,1298.txt,4146,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1299,1299.txt,4147,HS 11-12,,f,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1300,1300.txt,4148,HS 11-12,,f,18,Hebrew/Arabic,,151,ILCoWE Phase 1
1301,1301.txt,4149,HS 11-12,,m,18,Hebrew/Arabic,,153,ILCoWE Phase 1
1302,1302.txt,4150,HS 11-12,,f,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1303,1303.txt,4151,HS 11-12,,f,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1304,1304.txt,4152,HS 11-12,,m,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1305,1305.txt,4153,HS 11-12,,f,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1306,1306.txt,4154,HS 11-12,,f,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1307,1307.txt,4155,HS 11-12,,f,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1308,1308.txt,4156,HS 11-12,,f,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1309,1309.txt,4157,HS 11-12,,f,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1310,1310.txt,4158,HS 11-12,,f,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1311,1311.txt,4159,HS 11-12,,f,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1312,1312.txt,4160,HS 11-12,,f,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1313,1313.txt,4161,HS 11-12,,f,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1314,1314.txt,4162,HS 11-12,,f,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1315,1315.txt,4163,HS 11-12,,f,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1316,1316.txt,4164,HS 11-12,,m,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1317,1317.txt,4165,HS 11-12,,m,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1318,1318.txt,4166,HS 11-12,,m,18,Hebrew/Arabic,,155,ILCoWE Phase 1
1319,1319.txt,4167,HS 11-12,,f,18,Hebrew/Arabic,,156,ILCoWE Phase 1
1320,1320.txt,4168,HS 11-12,,m,18,Hebrew/Arabic,,157,ILCoWE Phase 1
1321,1321.txt,4169,HS 11-12,,m,18,Hebrew/Arabic,,156,ILCoWE Phase 1
1322,1322.txt,4170,HS 11-12,,m,18,Hebrew/Arabic,,156,ILCoWE Phase 1
1323,1323.txt,4171,HS 11-12,,m,18,Hebrew/Arabic,,156,ILCoWE Phase 1
1324,1324.txt,4172,HS 11-12,,m,18,Hebrew/Arabic,,156,ILCoWE Phase 1
1325,1325.txt,4173,HS 11-12,,m,18,Hebrew/Arabic,,158,ILCoWE Phase 1
1326,1326.txt,4174,HS 11-12,,f,18,Hebrew/Arabic,,158,ILCoWE Phase 1
1327,1327.txt,4175,HS 11-12,,m,18,Hebrew/Arabic,,158,ILCoWE Phase 1
1328,1328.txt,4176,HS 11-12,,f,18,Hebrew/Arabic,,158,ILCoWE Phase 1
1329,1329.txt,4177,HS 11-12,,f,18,Hebrew/Arabic,,158,ILCoWE Phase 1
1330,1330.txt,4178,HS 11-12,,f,18,Hebrew/Arabic,,158,ILCoWE Phase 1
1331,1331.txt,4179,HS 11-12,,m,18,Hebrew/Arabic,,158,ILCoWE Phase 1
1332,1332.txt,4180,HS 11-12,,m,18,Hebrew/Arabic,,159,ILCoWE Phase 1
1333,1333.txt,4181,HS 11-12,,m,18,Hebrew/Arabic,,158,ILCoWE Phase 1
1334,1334.txt,4182,HS 11-12,,f,18,Hebrew/Arabic,,158,ILCoWE Phase 1
1335,1335.txt,4183,HS 11-12,,f,18,Hebrew/Arabic,,158,ILCoWE Phase 1
1336,1336.txt,4184,HS 11-12,,f,18,Hebrew/Arabic,,158,ILCoWE Phase 1
1337,1337.txt,4185,HS 11-12,,f,18,Hebrew/Arabic,,158,ILCoWE Phase 1
1338,1338.txt,4186,HS 11-12,,f,18,Hebrew/Arabic,,158,ILCoWE Phase 1
1339,1339.txt,4187,HS 11-12,,f,18,Hebrew/Arabic,,160,ILCoWE Phase 1
1340,1340.txt,4188,HS 11-12,,m,18,Hebrew/Arabic,,161,ILCoWE Phase 1
1341,1341.txt,4189,HS 11-12,,f,18,Hebrew/Arabic,,160,ILCoWE Phase 1
1342,1342.txt,4190,HS 11-12,,f,18,Hebrew/Arabic,,160,ILCoWE Phase 1
1343,1343.txt,4191,HS 11-12,,f,18,Hebrew/Arabic,,162,ILCoWE Phase 1
1344,1344.txt,4192,HS 11-12,,f,18,Hebrew/Arabic,,163,ILCoWE Phase 1
1345,1345.txt,4193,HS 11-12,,m,18,Hebrew/Arabic,,164,ILCoWE Phase 1
1346,1346.txt,4194,HS 11-12,,m,18,Hebrew/Arabic,,165,ILCoWE Phase 1
1347,1347.txt,4195,HS 11-12,,m,18,Hebrew/Arabic,,166,ILCoWE Phase 1
1348,1348.txt,4196,HS 11-12,,m,18,Hebrew/Arabic,,167,ILCoWE Phase 1
1349,1349.txt,4197,HS 11-12,,m,18,Hebrew/Arabic,,164,ILCoWE Phase 1
1350,1350.txt,4198,HS 11-12,,m,18,Hebrew/Arabic,,168,ILCoWE Phase 1
1351,1351.txt,4199,HS 11-12,,m,18,Hebrew/Arabic,,169,ILCoWE Phase 1
1352,1352.txt,4200,HS 11-12,,f,17,Hebrew/Arabic,,170,ILCoWE Phase 1
1353,1353.txt,4201,HS 11-12,,f,17,Hebrew/Arabic,,171,ILCoWE Phase 1
1354,1354.txt,4202,HS 11-12,,m,18,Hebrew/Arabic,,172,ILCoWE Phase 1
1355,1355.txt,4203,HS 11-12,,m,18,Hebrew/Arabic,,172,ILCoWE Phase 1
1356,1356.txt,4204,HS 11-12,,f,18,Hebrew/Arabic,,172,ILCoWE Phase 1
1357,1357.txt,4205,HS 11-12,,f,18,Hebrew/Arabic,,173,ILCoWE Phase 1
1358,1358.txt,4206,HS 11-12,,f,18,Hebrew/Arabic,,172,ILCoWE Phase 1
1359,1359.txt,4207,HS 11-12,,f,18,Hebrew/Arabic,,172,ILCoWE Phase 1
1360,1360.txt,4208,HS 11-12,,f,18,Hebrew/Arabic,,174,ILCoWE Phase 1
1361,1361.txt,4209,HS 11-12,,f,18,Hebrew/Arabic,,173,ILCoWE Phase 1
1362,1362.txt,4210,HS 11-12,,m,18,Hebrew/Arabic,,172,ILCoWE Phase 1
1363,1363.txt,4211,HS 11-12,,m,18,Hebrew/Arabic,,175,ILCoWE Phase 1
1364,1364.txt,4212,HS 11-12,,m,18,Hebrew/Arabic,,172,ILCoWE Phase 1
1365,1365.txt,4213,HS 11-12,,m,18,Hebrew/Arabic,,172,ILCoWE Phase 1
1366,1366.txt,4214,HS 11-12,,m,18,Hebrew/Arabic,,175,ILCoWE Phase 1
1367,1367.txt,4215,HS 11-12,,f,18,Hebrew/Arabic,,175,ILCoWE Phase 1
1368,1368.txt,4216,HS 11-12,,f,18,Hebrew/Arabic,,176,ILCoWE Phase 1
1369,1369.txt,4217,HS 11-12,,f,18,Hebrew/Arabic,,169,ILCoWE Phase 1
1370,1370.txt,4218,HS 11-12,,f,18,Hebrew/Arabic,,169,ILCoWE Phase 1
1371,1371.txt,4219,HS 11-12,,m,18,Hebrew/Arabic,,177,ILCoWE Phase 1
1372,1372.txt,4220,HS 11-12,,m,18,Hebrew/Arabic,,178,ILCoWE Phase 1
1373,1373.txt,4221,HS 11-12,,f,18,Hebrew/Arabic,,159,ILCoWE Phase 1
1374,1374.txt,4222,HS 11-12,,f,18,Hebrew/Arabic,,177,ILCoWE Phase 1
1375,1375.txt,4223,HS 11-12,,m,18,Hebrew/Arabic,,179,ILCoWE Phase 1
1376,1376.txt,4224,HS 11-12,,m,18,Hebrew/Arabic,,180,ILCoWE Phase 1
1377,1377.txt,4225,HS 11-12,,m,18,Hebrew/Arabic,,180,ILCoWE Phase 1
1378,1378.txt,4226,HS 11-12,,m,18,Hebrew/Arabic,,180,ILCoWE Phase 1
1379,1379.txt,4227,HS 11-12,,m,18,Hebrew/Arabic,,180,ILCoWE Phase 1
1380,1380.txt,4228,HS 11-12,,f,18,Hebrew/Arabic,,181,ILCoWE Phase 1
1381,1381.txt,4229,HS 11-12,,m,18,Hebrew/Arabic,,133,ILCoWE Phase 1
1382,1382.txt,4230,HS 11-12,,m,18,Hebrew/Arabic,,182,ILCoWE Phase 1
1383,1383.txt,4231,HS 11-12,,m,18,Hebrew/Arabic,,180,ILCoWE Phase 1
1384,1384.txt,4232,HS 11-12,,f,18,Hebrew/Arabic,,180,ILCoWE Phase 1
1385,1385.txt,4233,HS 11-12,,m,18,Hebrew/Arabic,,180,ILCoWE Phase 1
1386,1386.txt,4234,HS 11-12,,f,18,Hebrew/Arabic,,180,ILCoWE Phase 1
1387,1387.txt,4235,HS 11-12,,m,18,Hebrew/Arabic,,107,ILCoWE Phase 1
1388,1388.txt,4236,HS 11-12,,m,18,Hebrew/Arabic,,180,ILCoWE Phase 1
1389,1389.txt,4237,HS 11-12,,m,18,Hebrew/Arabic,,172,ILCoWE Phase 1
1390,1390.txt,4238,HS 11-12,,m,18,Hebrew/Arabic,,172,ILCoWE Phase 1
1391,1391.txt,4239,HS 11-12,,m,18,Hebrew/Arabic,,180,ILCoWE Phase 1
1392,1392.txt,4240,HS 11-12,,m,18,Hebrew/Arabic,,180,ILCoWE Phase 1
1393,1393.txt,4241,HS 11-12,,f,18,Hebrew/Arabic,,180,ILCoWE Phase 1
1394,1394.txt,4242,HS 11-12,,f,18,Hebrew/Arabic,,183,ILCoWE Phase 1
1395,1395.txt,4243,HS 11-12,,f,18,Hebrew/Arabic,,183,ILCoWE Phase 1
1396,1396.txt,5000,BA 0-1,,f,21+,Hebrew,,184,ILCoWE Phase 1
1397,1397.txt,5001,BA 0-1,,f,21+,Hebrew,,185,ILCoWE Phase 1
1398,1398.txt,5002,BA 0-1,,f,21+,Hebrew,,186,ILCoWE Phase 1
1399,1399.txt,5003,BA 0-1,,f,21+,Hebrew,,187,ILCoWE Phase 1
1400,1400.txt,5004,BA 0-1,,f,21+,Hebrew,,184,ILCoWE Phase 1
1401,1401.txt,5005,BA 0-1,,f,21+,Hebrew,,183,ILCoWE Phase 1
1402,1402.txt,5006,BA 0-1,,f,21+,Hebrew,,188,ILCoWE Phase 1
1403,1403.txt,5007,BA 0-1,,m,21+,Hebrew,,189,ILCoWE Phase 1
1404,1404.txt,5008,BA 0-1,,f,21+,Hebrew,,190,ILCoWE Phase 1
1405,1405.txt,5009,BA 0-1,,f,21+,Hebrew,,190,ILCoWE Phase 1
1406,1406.txt,5010,BA 0-1,,f,21+,Hebrew,,190,ILCoWE Phase 1
1407,1407.txt,5011,BA 0-1,,f,21+,Hebrew,,190,ILCoWE Phase 1
1408,1408.txt,5012,BA 0-1,,f,21+,Hebrew,,190,ILCoWE Phase 1
1409,1409.txt,5013,BA 0-1,,f,21+,Hebrew,,190,ILCoWE Phase 1
1410,1410.txt,5014,BA 0-1,,f,21+,Hebrew,,190,ILCoWE Phase 1
1411,1411.txt,5015,BA 0-1,,f,21+,Hebrew,,183,ILCoWE Phase 1
1412,1412.txt,5016,BA 0-1,,f,21+,Hebrew,,191,ILCoWE Phase 1
1413,1413.txt,5017,BA 0-1,,f,21+,Hebrew,,192,ILCoWE Phase 1
1414,1414.txt,5018,BA 0-1,,f,21+,Hebrew,,193,ILCoWE Phase 1
1415,1415.txt,5019,BA 0-1,,f,21+,Hebrew,,193,ILCoWE Phase 1
1416,1416.txt,5020,BA 0-1,,f,21+,Hebrew,,194,ILCoWE Phase 1
1417,1417.txt,5021,BA 0-1,,f,21+,Hebrew,,195,ILCoWE Phase 1
1418,1418.txt,5022,BA 0-1,,f,21+,Hebrew,,196,ILCoWE Phase 1
1419,1419.txt,5023,BA 0-1,,f,21+,Hebrew,,197,ILCoWE Phase 1
1420,1420.txt,5024,BA 0-1,,f,21+,Hebrew,,198,ILCoWE Phase 1
1421,1421.txt,5025,BA 0-1,,f,21+,Hebrew,,196,ILCoWE Phase 1
1422,1422.txt,5026,BA 0-1,,f,21+,Hebrew,,199,ILCoWE Phase 1
1423,1423.txt,5027,BA 0-1,,f,21+,Hebrew,,199,ILCoWE Phase 1
1424,1424.txt,5028,BA 0-1,,f,21+,Hebrew,,200,ILCoWE Phase 1
1425,1425.txt,5029,BA 0-1,,f,21+,Hebrew,,201,ILCoWE Phase 1
1426,1426.txt,5030,BA 0-1,,f,21+,Hebrew,,202,ILCoWE Phase 1
1427,1427.txt,5031,BA 0-1,,f,21+,Hebrew,,202,ILCoWE Phase 1
1428,1428.txt,5032,BA 0-1,,f,21+,Hebrew,,203,ILCoWE Phase 1
1429,1429.txt,5033,BA 0-1,,f,21+,Hebrew,,204,ILCoWE Phase 1
1430,1430.txt,5034,BA 0-1,,f,21+,Hebrew,,203,ILCoWE Phase 1
1431,1431.txt,5035,BA 0-1,,f,21+,Hebrew,,203,ILCoWE Phase 1
1432,1432.txt,5036,BA 0-1,,f,21+,Hebrew,,205,ILCoWE Phase 1
1433,1433.txt,5037,BA 0-1,,f,21+,Hebrew,,203,ILCoWE Phase 1
1434,1434.txt,5038,BA 0-1,,f,21+,Hebrew,,206,ILCoWE Phase 1
1435,1435.txt,5039,BA 0-1,,f,21+,Hebrew,,203,ILCoWE Phase 1
1436,1436.txt,5040,BA 0-1,,f,21+,Hebrew,,203,ILCoWE Phase 1
1437,1437.txt,5041,BA 0-1,,f,21+,Hebrew,,205,ILCoWE Phase 1
1438,1438.txt,5042,BA 0-1,,f,21+,Hebrew,,203,ILCoWE Phase 1
1439,1439.txt,5043,BA 0-1,,f,21+,Hebrew,,205,ILCoWE Phase 1
1440,1440.txt,5044,BA 0-1,,f,21+,Hebrew,,205,ILCoWE Phase 1
1441,1441.txt,5045,BA 0-1,,f,21+,Hebrew,,205,ILCoWE Phase 1
1442,1442.txt,5046,BA 0-1,,f,21+,Hebrew,,203,ILCoWE Phase 1
1443,1443.txt,5047,BA 0-1,,f,21+,Hebrew,,207,ILCoWE Phase 1
1444,1444.txt,5048,BA 0-1,,f,21+,Hebrew,,208,ILCoWE Phase 1
1445,1445.txt,5049,BA 0-1,,f,21+,Hebrew,,209,ILCoWE Phase 1
1446,1446.txt,5050,BA 0-1,,f,21+,Hebrew,,210,ILCoWE Phase 1
1447,1447.txt,5051,BA 0-1,,f,21+,Hebrew,,209,ILCoWE Phase 1
1448,1448.txt,5052,BA 0-1,,f,21+,Hebrew,,211,ILCoWE Phase 1
1449,1449.txt,5053,BA 0-1,,f,21+,Hebrew,,208,ILCoWE Phase 1
1450,1450.txt,5054,BA 0-1,,f,21+,Hebrew,,212,ILCoWE Phase 1
1451,1451.txt,5055,BA 0-1,,f,21+,Hebrew,,213,ILCoWE Phase 1
1452,1452.txt,5056,BA 0-1,,f,21+,Hebrew,,214,ILCoWE Phase 1
1453,1453.txt,5057,BA 0-1,,f,21+,Hebrew,,215,ILCoWE Phase 1
1454,1454.txt,5058,BA 0-1,,f,21+,Hebrew,,216,ILCoWE Phase 1
1455,1455.txt,5059,BA 0-1,,f,21+,Hebrew,,216,ILCoWE Phase 1
1456,1456.txt,5060,BA 0-1,,f,21+,Hebrew,,217,ILCoWE Phase 1
1457,1457.txt,5061,BA 0-1,,f,21+,Hebrew,,218,ILCoWE Phase 1
1458,1458.txt,5062,BA 0-1,,f,21+,Hebrew,,219,ILCoWE Phase 1
1459,1459.txt,5063,BA 0-1,,f,21+,Hebrew,,220,ILCoWE Phase 1
1460,1460.txt,5064,BA 0-1,,f,21+,Hebrew,,221,ILCoWE Phase 1
1461,1461.txt,5065,BA 0-1,,f,21+,Hebrew,,222,ILCoWE Phase 1
1462,1462.txt,5066,BA 0-1,,f,21+,Hebrew,,223,ILCoWE Phase 1
1463,1463.txt,5067,BA 0-1,,f,21+,Hebrew,,224,ILCoWE Phase 1
1464,1464.txt,5068,BA 0-1,,f,21+,Hebrew,,225,ILCoWE Phase 1
1465,1465.txt,5069,BA 0-1,,m,21+,Hebrew,,226,ILCoWE Phase 1
1466,1466.txt,5070,BA 0-1,,f,21+,Hebrew,,220,ILCoWE Phase 1
1467,1467.txt,5071,BA 0-1,,f,21+,Hebrew,,227,ILCoWE Phase 1
1468,1468.txt,5072,BA 0-1,,f,21+,Hebrew,,228,ILCoWE Phase 1
1469,1469.txt,5073,BA 0-1,,f,21+,Hebrew,,228,ILCoWE Phase 1
1470,1470.txt,5074,BA 0-1,,m,21+,Hebrew,,229,ILCoWE Phase 1
1471,1471.txt,5075,BA 0-1,,f,21+,Hebrew,,230,ILCoWE Phase 1
1472,1472.txt,5076,BA 0-1,,f,21+,Hebrew,,230,ILCoWE Phase 1
1473,1473.txt,5077,BA 0-1,,m,21+,Hebrew,,231,ILCoWE Phase 1
1474,1474.txt,5078,BA 0-1,,m,21+,Hebrew,,232,ILCoWE Phase 1
1475,1475.txt,5079,BA 0-1,,f,21+,Hebrew,,233,ILCoWE Phase 1
1476,1476.txt,5080,BA 0-1,,f,21+,Hebrew,,232,ILCoWE Phase 1
1477,1477.txt,5081,BA 0-1,,f,21+,Hebrew,,232,ILCoWE Phase 1
1478,1478.txt,5082,BA 0-1,,m,21+,Hebrew,,234,ILCoWE Phase 1
1479,1479.txt,5083,BA 0-1,,m,21+,Hebrew,,235,ILCoWE Phase 1
1480,1480.txt,5084,BA 0-1,,f,21+,Hebrew,,236,ILCoWE Phase 1
1481,1481.txt,5085,BA 0-1,,f,21+,Hebrew,,237,ILCoWE Phase 1
1482,1482.txt,5086,BA 0-1,,f,21+,Hebrew,,238,ILCoWE Phase 1
1483,1483.txt,5087,BA 0-1,,f,21+,Hebrew,,185,ILCoWE Phase 1
1484,1484.txt,5088,BA 0-1,,m,21+,Hebrew,,239,ILCoWE Phase 1
1485,1485.txt,5089,BA 0-1,,f,21+,Hebrew,,239,ILCoWE Phase 1
1486,1486.txt,5090,BA 0-1,,f,21+,Hebrew,,239,ILCoWE Phase 1
1487,1487.txt,5091,BA 0-1,,f,21+,Hebrew,,240,ILCoWE Phase 1
1488,1488.txt,5092,BA 0-1,,f,21+,Hebrew,,240,ILCoWE Phase 1
1489,1489.txt,5093,BA 0-1,,f,21+,Hebrew,,239,ILCoWE Phase 1
1490,1490.txt,5094,BA 0-1,,m,21+,Hebrew,,241,ILCoWE Phase 1
1491,1491.txt,5095,BA 0-1,,f,21+,Hebrew,,242,ILCoWE Phase 1
1492,1492.txt,5096,BA 0-1,,f,21+,Hebrew,,239,ILCoWE Phase 1
1493,1493.txt,5097,BA 0-1,,f,21+,Hebrew,,239,ILCoWE Phase 1
1494,1494.txt,5098,BA 0-1,,f,21+,Hebrew,,239,ILCoWE Phase 1
1495,1495.txt,5099,BA 0-1,,f,21+,Hebrew,,239,ILCoWE Phase 1
1496,1496.txt,5100,BA 0-1,,f,21+,Hebrew,,239,ILCoWE Phase 1
1497,1497.txt,5101,BA 0-1,,f,21+,Hebrew,,243,ILCoWE Phase 1
1498,1498.txt,5102,BA 0-1,,f,21+,Hebrew,,244,ILCoWE Phase 1
1499,1499.txt,5103,BA 0-1,,f,21+,Hebrew,,245,ILCoWE Phase 1
1500,1500.txt,5104,BA 0-1,,f,21+,Hebrew,,246,ILCoWE Phase 1
1501,1501.txt,5105,BA 0-1,,f,21+,Hebrew,,247,ILCoWE Phase 1
